ID_x,knob_point_interpolation,knob_normal_interpolation,knob_nabla_unroll,knob_hessian_unroll,knob_branch,knob_nabla_sumtype,knob_hessian_sumtype,knob_shift_register,knob_flatten_loop,knob_use_wi,knob_pipe_depth,knob_compute_units,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,logic,mem,ram,dsp,fmax,fit,ID_int,ID_y,Tracking1,Tracking2,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_ForwardRender,Fusion,Fusion_allocate,Fusion_integrate,Total_time,Unnamed: 12,ID,ate
../benchmarks/icp337,0,0,1,1,1,0,0,2,1,0,2,1,73,38,55,70,9.61809e-05,24449,612176,260,80,136.98,Y,337,icp337_timing.csv,437.369479592,0.0,779.47,38.7034242424,0.0,740.648747475,0.0,386.619060606,83.803030303,302.740606061,1632.79555556,,337,0.031701
../benchmarks/icp348,0,0,1,1,1,1,0,2,0,0,2,1,70,36,55,70,2.40687e-05,24960,588803,257,80,143.24,Y,348,icp348_timing.csv,386.516929293,0.0,760.299636364,37.7314848485,0.0,722.454111111,0.0,392.654606061,88.3185454545,304.262969697,1569.92555556,,348,0.031623
../benchmarks/icp349,0,0,1,1,1,1,0,2,1,0,2,1,69,35,55,70,9.61809e-05,24581,611806,262,80,143.88,Y,349,icp349_timing.csv,385.08969697,0.0,760.855151515,37.4826464646,0.0,723.260292929,0.0,394.618919192,90.148020202,304.398565657,1571.35383838,,349,0.0317
../benchmarks/icp360,0,0,1,1,1,2,0,2,0,0,2,1,80,41,63,70,2.40687e-05,27396,608483,278,80,143.78,Y,360,icp360_timing.csv,385.370363636,0.0,761.893848485,37.8533131313,0.0,723.925070707,0.0,393.734212121,91.0829393939,302.577939394,1571.38161616,,360,0.032028
../benchmarks/icp361,0,0,1,1,1,2,0,2,1,0,2,1,78,39,62,70,9.61809e-05,26993,631486,283,80,141.24,Y,361,icp361_timing.csv,397.712929293,0.0,773.336666667,38.4504343434,0.0,734.769646465,0.0,392.637717172,90.4067575758,302.156252525,1594.05191919,,361,0.031719
../benchmarks/icp363,0,0,1,1,1,2,0,4,1,0,2,1,82,41,63,70,9.61809e-05,30096,638402,283,80,143.53,Y,363,icp363_timing.csv,386.615939394,0.0,759.880080808,37.5432828283,0.0,722.222838384,0.0,392.607949495,89.2717777778,303.263737374,1569.87090909,,363,0.03169
../benchmarks/icp384,0,1,0,0,0,0,0,2,0,0,2,1,78,40,56,56,1.12993e-05,23717,595410,224,65,113.17,Y,384,icp384_timing.csv,635.661454545,0.0,766.709727273,37.8202222222,0.0,728.776474747,0.0,383.688232323,82.5792626263,301.026919192,1816.95848485,,384,0.031728
../benchmarks/icp385,0,1,0,0,0,0,0,2,1,0,2,1,79,40,56,56,2.54235e-05,24376,622487,229,65,115.51,Y,385,icp385_timing.csv,621.28259596,0.0,757.655222222,37.4465454545,0.0,720.095010101,0.0,384.276989899,82.8727575758,301.335939394,1794.19777778,,385,0.03175
../benchmarks/icp396,0,1,0,0,0,1,0,2,0,0,2,1,79,40,55,56,1.12993e-05,23576,595410,224,65,117.66,Y,396,icp396_timing.csv,624.000464646,0.0,759.723666667,37.363959596,0.0,722.247060606,0.0,383.756585859,82.3557777778,301.333929293,1797.95656566,,396,0.031686
../benchmarks/icp397,0,1,0,0,0,1,0,2,1,0,2,1,80,41,55,56,2.54235e-05,24262,622999,229,65,114.81,Y,397,icp397_timing.csv,638.069888889,0.0,767.631535354,38.0765656566,0.0,729.439414141,0.0,384.061727273,82.6652121212,301.325707071,1820.42222222,,397,0.03175
