ID_x,knob_interpolate,knob_refine,knob_index_cache,knob_hash_clcache,knob_voxel_clcache,knob_hardcode_size,knob_use_wi,knob_minmax,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,logic,mem,ram,dsp,fmax,fit,ID_int,ID_y,Tracking1,Tracking2,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_EstimatedRaycast,Raycast_ForwardRender,Fusion,Fusion_allocate,Fusion_integrate,Total_time,Unnamed: 12,ID,ate
../benchmarks/raycasting65,0,0,1,0,1,0,1,2,84,41,50,66,0.195312,27765,1177857,283,68,134.38,Y,65,raycasting65_timing.csv,534.552818182,0,188.771454545,37.3626262626,0,151.293555556,27.594060607,0,382.01410101,81.8976666667,300.049565657,1136.47575758,,65,0.03169
../benchmarks/raycasting66,0,0,1,0,1,1,0,0,75,37,51,37,4.76837E-005,24324,1145713,288,38,132.27,Y,66,raycasting66_timing.csv,535.302818182,0,962.160525253,38.3406767677,0,923.702020202,800.002525253,0,380.311848485,80.940020202,299.302585859,1907.5879798,,66,0.031529
../benchmarks/raycasting67,0,0,1,0,1,1,0,1,77,38,54,42,4.76837E-005,23372,1214772,300,44,133.08,Y,67,raycasting67_timing.csv,534.125656566,0,826.459272727,38.6608282828,0,787.681111111,663.981616162,0,381.90820202,81.0956969697,300.741070707,1772.15969697,,67,0.031373
../benchmarks/raycasting68,0,0,1,0,1,1,0,2,83,41,55,57,4.76837E-005,25962,1284112,320,61,123.83,Y,68,raycasting68_timing.csv,534.772363636,0,404.590979798,38.3261616162,0,366.148343434,242.448848485,0,381.486858586,81.2757979798,300.140989899,1350.89525253,,68,0.031569
../benchmarks/raycasting69,0,0,1,0,1,1,1,0,76,36,43,42,0.195312,26107,1019959,233,41,124.95,Y,69,raycasting69_timing.csv,532.840989899,0,203.670868687,38.562989899,0,164.994525253,41.295030304,0,382.251030303,82.3710505051,299.809060606,1148.28515152,,69,0.03164
../benchmarks/raycasting70,0,0,1,0,1,1,1,1,78,37,46,47,0.195312,25138,1078591,242,47,131.71,Y,70,raycasting70_timing.csv,530.831717172,0,200.356686869,38.5436060606,0,161.697222222,37.997727273,0,382.606090909,82.1169494949,300.417686869,1143.64040404,,70,0.031508
../benchmarks/raycasting71,0,0,1,0,1,1,1,2,83,40,50,63,0.195312,27416,1177857,283,64,132.76,Y,71,raycasting71_timing.csv,532.180414141,0,190.730181818,38.324,0,152.289727273,28.590232324,0,380.379747475,81.182010101,299.127494949,1133.58474747,,71,0.031576
../benchmarks/raycasting75,0,0,1,1,0,0,1,0,90,42,65,44,0.195312,27325,1406429,282,43,127.89,Y,75,raycasting75_timing.csv,532.204818182,0,194.931343434,38.2217474747,0,156.593080808,32.893585859,0,382.889414141,81.7981313131,301.019737374,1139.9869697,,75,0.031675
../benchmarks/raycasting76,0,0,1,1,0,0,1,1,90,43,68,51,0.195312,26385,1464570,290,51,131.09,Y,76,raycasting76_timing.csv,534.927666667,0,191.541565657,37.3345353535,0,154.092313131,30.392818182,0,383.048141414,81.7499393939,301.230707071,1140.82474747,,76,0.031512
../benchmarks/raycasting81,0,0,1,1,0,1,1,0,89,41,64,42,0.195312,26940,1406519,282,41,134.94,Y,81,raycasting81_timing.csv,532.280414141,0,194.294626263,38.4294848485,0,155.749171717,32.049676768,0,383.17210101,82.5792222222,300.521888889,1139.62414141,,81,0.031675
../benchmarks/raycasting82,0,0,1,1,0,1,1,1,88,42,68,47,0.195312,25910,1464639,291,47,128.09,Y,82,raycasting82_timing.csv,531.633707071,0,192.851929293,38.5713131313,0,154.16589899,30.466404041,0,382.256848485,82.0698080808,300.116060606,1136.35363636,,82,0.031623
../benchmarks/raycasting87,0,0,1,1,1,0,1,0,87,40,58,44,0.195312,26990,1364535,276,43,131.52,Y,87,raycasting87_timing.csv,535.991919192,0,192.207080808,37.3177272727,0,154.774525253,31.075030304,0,382.400939394,82.030040404,300.303545455,1141.96848485,,87,0.03164
../benchmarks/raycasting88,0,0,1,1,1,0,1,1,87,41,62,51,0.195312,26238,1422655,285,51,130.46,Y,88,raycasting88_timing.csv,531.685848485,0,191.855454545,38.5793636364,0,153.163030303,29.463535354,0,382.615585859,81.8111919192,300.732818182,1135.71959596,,88,0.031623
../benchmarks/raycasting93,0,0,1,1,1,1,1,0,87,40,58,42,0.195312,26814,1364535,276,41,129.36,Y,93,raycasting93_timing.csv,533.148161616,0,194.328818182,38.5926161616,0,155.621545455,31.922050506,0,383.101040404,82.7011919192,300.328686869,1140.05464646,,93,0.031412
../benchmarks/raycasting94,0,0,1,1,1,1,1,1,85,40,61,47,0.195312,25709,1422655,285,47,128.91,Y,94,raycasting94_timing.csv,533.410949495,0,191.668313131,37.5505656566,0,154.001727273,30.302232324,0,381.945565657,82.0482222222,299.829494949,1137.79787879,,94,0.031508
../benchmarks/raycasting95,0,0,1,1,1,1,1,2,90,43,65,63,0.195312,27978,1521921,326,64,135.51,Y,95,raycasting95_timing.csv,535.941565657,0,184.72359596,37.3627070707,0,147.245141414,23.545646465,0,381.722606061,81.9065050505,299.749222222,1133.62060606,,95,0.03159
../benchmarks/raycasting106,0,1,0,0,0,1,1,1,87,43,52,56,0.150927,30425,1309623,299,54,133.12,Y,106,raycasting106_timing.csv,534.692848485,0,215.134606061,37.4158686869,0,177.60420202,53.904707071,0,381.974737374,81.8887070707,300.019484848,1163.02646465,,106,0.033111
../benchmarks/raycasting118,0,1,0,0,1,1,1,1,89,43,53,56,0.159807,30490,1349303,305,54,119.4,Y,118,raycasting118_timing.csv,531.811070707,0,212.595767677,38.5330808081,0,173.948737374,50.249242425,0,381.579656566,81.8056969697,299.703808081,1155.62222222,,118,0.033092
